,County Name,State,Date,Cases,Deaths,Series_Complete_Yes,Series_Complete_Pop_Pct,Administered_Dose1_Pop_Pct,Booster_Doses_Vax_Pct
1024916,Sarasota County,FL,2021-12-19,56730,844,290437,67.0,78.9,37.6
1024917,Seminole County,FL,2021-12-19,64072,516,276500,58.6,65.1,32.0
1024918,St. Johns County,FL,2021-12-19,41700,221,175186,66.2,73.3,34.7
1024919,St. Lucie County,FL,2021-12-19,48485,657,180503,55.0,63.9,29.6
1024920,Sumter County,FL,2021-12-19,14919,284,102803,77.6,87.0,46.0
1024921,Suwannee County,FL,2021-12-19,9307,140,16044,36.1,42.5,25.8
1024922,Taylor County,FL,2021-12-19,4646,48,8185,37.9,45.6,23.0
1024923,Union County,FL,2021-12-19,3088,74,5187,34.0,49.7,17.6
1024924,Volusia County,FL,2021-12-19,78005,846,313587,56.7,64.6,32.1
1024925,Wakulla County,FL,2021-12-19,6491,56,14447,42.8,51.7,28.3
1024926,Walton County,FL,2021-12-19,12136,89,33876,45.7,54.4,28.5
1024927,Washington County,FL,2021-12-19,4597,52,7875,30.9,37.8,22.9
1024928,Appling County,GA,2021-12-19,2811,108,2937,16.0,18.1,44.0
1024929,Atkinson County,GA,2021-12-19,1197,37,1616,19.8,22.4,30.8
1024930,Bacon County,GA,2021-12-19,1979,64,1604,14.4,15.6,38.3
1024931,Baker County,GA,2021-12-19,244,14,1083,35.6,40.7,30.6
1024932,Baldwin County,GA,2021-12-19,5322,199,7682,17.1,17.9,58.0
1024933,Banks County,GA,2021-12-19,2502,69,2999,15.6,16.5,42.1
1024934,Barrow County,GA,2021-12-19,13523,202,17887,21.5,21.7,38.2
1024935,Bartow County,GA,2021-12-19,15899,370,19710,18.3,19.6,43.2
1024936,Ben Hill County,GA,2021-12-19,1875,110,2595,15.5,16.8,44.1
1024937,Berrien County,GA,2021-12-19,1557,72,3788,19.5,20.9,29.4
1024938,Bibb County,GA,2021-12-19,20553,663,41084,26.8,31.6,35.6
1024939,Bleckley County,GA,2021-12-19,1108,84,1764,13.7,15.6,50.0
1024940,Brantley County,GA,2021-12-19,1909,89,2691,14.1,16.4,30.2
1024941,Brooks County,GA,2021-12-19,1409,73,5039,32.6,37.6,28.3
1024942,Bryan County,GA,2021-12-19,4696,76,14044,35.4,41.1,29.9
1024943,Bulloch County,GA,2021-12-19,8027,223,21954,27.6,32.1,29.1
1024944,Burke County,GA,2021-12-19,2326,86,9899,44.2,51.2,26.0
1024945,Butts County,GA,2021-12-19,3455,124,3954,15.9,16.7,48.4
1024946,Calhoun County,GA,2021-12-19,618,21,1516,24.5,26.2,49.9
1024947,Camden County,GA,2021-12-19,6137,97,25133,46.0,51.3,18.2
1024948,Candler County,GA,2021-12-19,1114,90,2334,21.6,22.7,40.7
1024949,Carroll County,GA,2021-12-19,10322,359,29671,24.7,27.5,32.3
1024950,Catoosa County,GA,2021-12-19,8754,122,14349,21.2,24.3,41.0
1024951,Charlton County,GA,2021-12-19,1752,57,1869,14.0,15.6,32.2
1024952,Chatham County,GA,2021-12-19,33803,729,132574,45.8,52.2,29.4
1024953,Chattahoochee County,GA,2021-12-19,5464,21,40394,95.0,95.0,0.8
1024954,Chattooga County,GA,2021-12-19,3780,108,4298,17.3,0.0,50.1
1024955,Cherokee County,GA,2021-12-19,32484,490,83109,32.1,34.9,36.8
1024956,Clarke County,GA,2021-12-19,17884,188,33157,25.8,26.7,53.3
1024957,Clay County,GA,2021-12-19,236,4,1186,41.8,49.6,29.2
1024958,Clayton County,GA,2021-12-19,36639,782,67812,23.2,26.0,32.7
1024959,Clinch County,GA,2021-12-19,1015,36,2117,32.0,37.8,16.5
1024960,Cobb County,GA,2021-12-19,88671,1449,315622,41.5,46.9,32.5
1024961,Coffee County,GA,2021-12-19,6388,245,12717,29.4,34.6,21.4
1024962,Colquitt County,GA,2021-12-19,5600,203,10271,22.5,25.0,30.8
1024963,Columbia County,GA,2021-12-19,15020,319,44199,28.2,31.6,34.4
1024964,Cook County,GA,2021-12-19,1682,65,6216,36.0,41.9,21.8
1024965,Coweta County,GA,2021-12-19,13455,396,44352,29.9,32.7,32.9
1024966,Crawford County,GA,2021-12-19,837,46,2459,19.8,22.1,36.2
1024967,Crisp County,GA,2021-12-19,1868,119,4781,21.4,23.3,41.5
1024968,Dade County,GA,2021-12-19,1909,22,3870,24.0,30.4,36.6
1024969,Dawson County,GA,2021-12-19,4306,78,3903,14.9,15.5,59.3
1024970,DeKalb County,GA,2021-12-19,83185,1394,265981,35.0,39.7,38.3
1024971,Decatur County,GA,2021-12-19,3510,109,10536,39.9,45.8,25.4
1024972,Dodge County,GA,2021-12-19,1536,134,2820,13.7,15.1,40.2
1024973,Dooly County,GA,2021-12-19,1090,62,2670,19.9,22.8,46.0
1024974,Dougherty County,GA,2021-12-19,9199,427,24496,27.9,28.3,42.5
1024975,Douglas County,GA,2021-12-19,18167,309,45060,30.8,34.5,30.0
1024976,Early County,GA,2021-12-19,1555,58,2381,23.4,24.4,44.4
1024977,Echols County,GA,2021-12-19,415,11,685,17.1,20.0,29.8
1024978,Effingham County,GA,2021-12-19,7128,175,15344,23.9,27.0,34.3
1024979,Elbert County,GA,2021-12-19,2089,92,4091,21.3,22.7,46.3
1024980,Emanuel County,GA,2021-12-19,2702,142,6970,30.8,35.4,25.1
1024981,Evans County,GA,2021-12-19,1129,54,2461,23.1,25.6,41.9
1024982,Fannin County,GA,2021-12-19,3315,115,5984,22.9,24.7,53.2
1024983,Fayette County,GA,2021-12-19,10303,247,42811,37.4,39.6,45.8
1024984,Floyd County,GA,2021-12-19,15976,404,20246,20.6,0.0,48.9
1024985,Forsyth County,GA,2021-12-19,28085,297,62017,25.4,26.5,47.4
1024986,Franklin County,GA,2021-12-19,3377,85,3896,16.7,0.0,46.8
1024987,Fulton County,GA,2021-12-19,116580,1862,345007,32.4,36.0,42.9
1024988,Gilmer County,GA,2021-12-19,3601,140,4961,15.8,15.9,74.2
1024989,Glascock County,GA,2021-12-19,188,21,477,16.1,16.6,42.8
1024990,Glynn County,GA,2021-12-19,12535,344,39598,46.4,53.3,30.2
1024991,Gordon County,GA,2021-12-19,8934,207,10363,17.9,0.0,46.0
1024992,Grady County,GA,2021-12-19,2443,91,5254,21.3,23.3,42.4
1024993,Greene County,GA,2021-12-19,2254,74,7608,41.5,46.3,36.5
1024994,Gwinnett County,GA,2021-12-19,116527,1553,312397,33.4,36.9,34.9
1024995,Habersham County,GA,2021-12-19,6644,216,9737,21.5,22.5,41.1
1024996,Hall County,GA,2021-12-19,35287,691,64736,31.7,35.0,29.6
1024997,Hancock County,GA,2021-12-19,1027,82,1412,16.7,17.2,75.6
1024998,Haralson County,GA,2021-12-19,2439,130,4931,16.6,17.6,44.6
1024999,Harris County,GA,2021-12-19,3281,96,7981,22.7,24.2,39.3
1025000,Hart County,GA,2021-12-19,2364,73,7419,28.3,33.8,33.4
1025001,Heard County,GA,2021-12-19,1067,42,1806,15.1,15.3,35.7
1025002,Henry County,GA,2021-12-19,30081,529,54739,23.3,25.3,38.9
1025003,Houston County,GA,2021-12-19,16319,419,60101,38.1,47.0,23.6
1025004,Irwin County,GA,2021-12-19,911,42,1473,15.6,17.0,39.4
1025005,Jackson County,GA,2021-12-19,13288,229,19332,26.5,28.3,36.5
1025006,Jasper County,GA,2021-12-19,1069,59,2551,17.9,19.5,38.9
1025007,Jeff Davis County,GA,2021-12-19,1819,61,1950,12.9,14.3,42.0
1025008,Jefferson County,GA,2021-12-19,1866,91,5347,34.8,37.4,33.2
1025009,Jenkins County,GA,2021-12-19,896,61,2103,24.2,26.5,33.6
1025010,Johnson County,GA,2021-12-19,1031,64,1741,18.1,20.6,42.8
1025011,Jones County,GA,2021-12-19,2652,99,7581,26.4,29.4,34.1
1025012,Lamar County,GA,2021-12-19,2336,100,2995,15.7,17.0,59.0
1025013,Lanier County,GA,2021-12-19,789,17,1321,12.7,14.4,37.6
1025014,Laurens County,GA,2021-12-19,5941,258,12665,26.6,30.7,33.6
1025015,Lee County,GA,2021-12-19,2693,83,6429,21.4,21.5,45.2
1025016,Liberty County,GA,2021-12-19,6718,132,26951,43.9,50.5,12.6
1025017,Lincoln County,GA,2021-12-19,710,33,1751,22.1,23.8,40.8
1025018,Long County,GA,2021-12-19,1413,29,1676,8.6,10.0,38.1
1025019,Lowndes County,GA,2021-12-19,11187,327,33231,28.3,30.9,25.1
1025020,Lumpkin County,GA,2021-12-19,4635,110,4417,13.1,0.0,61.4
1025021,Macon County,GA,2021-12-19,851,46,2858,22.1,24.1,44.9
1025022,Madison County,GA,2021-12-19,4313,81,7371,24.7,25.7,42.7
1025023,Marion County,GA,2021-12-19,676,41,1629,19.5,22.3,47.6
1025024,McDuffie County,GA,2021-12-19,2314,78,4461,20.9,22.7,37.8
1025025,McIntosh County,GA,2021-12-19,1402,33,5251,36.5,40.8,30.6
1025026,Meriwether County,GA,2021-12-19,2267,121,5541,26.2,28.7,33.5
1025027,Miller County,GA,2021-12-19,1003,24,1399,24.5,26.4,56.5
1025028,Mitchell County,GA,2021-12-19,2197,102,5287,24.2,25.8,42.8
1025029,Monroe County,GA,2021-12-19,2846,153,4011,14.5,14.9,62.1
1025030,Montgomery County,GA,2021-12-19,1154,45,2199,24.0,27.3,29.9
1025031,Morgan County,GA,2021-12-19,1950,49,4840,25.1,26.1,46.1
1025032,Murray County,GA,2021-12-19,6495,149,7235,18.0,18.4,44.3
1025033,Muscogee County,GA,2021-12-19,21499,672,67541,34.5,40.9,25.2
1025034,Newton County,GA,2021-12-19,11741,368,22144,19.8,21.3,43.0
1025035,Oconee County,GA,2021-12-19,4614,82,12205,30.3,0.0,54.3
1025036,Oglethorpe County,GA,2021-12-19,1760,43,4293,28.1,30.6,41.2
1025037,Paulding County,GA,2021-12-19,17340,353,36848,21.8,23.6,31.0
1025038,Peach County,GA,2021-12-19,2725,115,4725,17.2,19.4,55.3
1025039,Pickens County,GA,2021-12-19,3712,123,5624,17.3,0.0,74.4
1025040,Pierce County,GA,2021-12-19,2143,105,4961,25.5,29.8,22.5
1025041,Pike County,GA,2021-12-19,1923,73,3108,16.4,17.0,51.2
1025042,Polk County,GA,2021-12-19,6548,164,7551,17.7,19.0,49.6
1025043,Pulaski County,GA,2021-12-19,906,67,1946,17.5,20.6,53.9
1025044,Putnam County,GA,2021-12-19,2685,88,3493,15.8,16.6,58.3
1025045,Quitman County,GA,2021-12-19,122,4,306,13.3,16.7,50.0
1025046,Rabun County,GA,2021-12-19,2223,76,4937,28.8,31.1,44.5
1025047,Randolph County,GA,2021-12-19,617,44,1466,21.6,24.6,50.8
1025048,Richmond County,GA,2021-12-19,27149,747,73995,36.5,41.6,24.1
1025049,Rockdale County,GA,2021-12-19,9418,255,19283,21.2,22.0,54.5
1025050,Schley County,GA,2021-12-19,348,8,1101,20.9,0.0,38.2
1025051,Screven County,GA,2021-12-19,1360,62,5236,37.5,42.3,32.5
1025052,Seminole County,GA,2021-12-19,1225,26,1595,19.7,21.5,51.3
1025053,Spalding County,GA,2021-12-19,7034,332,12327,18.5,18.8,52.3
1025054,Stephens County,GA,2021-12-19,4638,123,4233,16.3,16.4,62.6
1025055,Stewart County,GA,2021-12-19,1419,30,1356,20.5,22.9,38.2
1025056,Sumter County,GA,2021-12-19,2850,141,12080,40.9,45.5,32.0
1025057,Talbot County,GA,2021-12-19,601,29,1961,31.7,34.4,35.1
1025058,Taliaferro County,GA,2021-12-19,130,3,377,24.5,25.1,63.1
1025059,Tattnall County,GA,2021-12-19,2714,116,4059,16.1,17.2,46.1
1025060,Taylor County,GA,2021-12-19,769,40,2439,30.4,34.7,34.7
1025061,Telfair County,GA,2021-12-19,973,75,3120,19.7,22.6,29.8
1025062,Terrell County,GA,2021-12-19,836,58,2567,30.1,31.4,45.1
1025063,Thomas County,GA,2021-12-19,6094,182,11751,26.4,29.3,46.9
1025064,Tift County,GA,2021-12-19,4910,186,9220,22.7,26.6,37.0
1025065,Toombs County,GA,2021-12-19,4440,177,6134,22.9,24.9,38.1
1025066,Towns County,GA,2021-12-19,1594,85,2007,16.7,0.0,92.0
1025067,Treutlen County,GA,2021-12-19,892,54,1243,18.0,21.4,37.3
1025068,Troup County,GA,2021-12-19,8739,327,16242,23.2,24.1,30.5
1025069,Turner County,GA,2021-12-19,818,50,1918,24.0,26.5,33.3
1025070,Twiggs County,GA,2021-12-19,762,62,1304,16.1,17.9,46.2
1025071,Union County,GA,2021-12-19,3258,130,4368,17.8,0.0,73.1
1025072,Upson County,GA,2021-12-19,2765,190,9964,37.9,41.9,34.8
1025073,Walker County,GA,2021-12-19,10056,171,18074,25.9,31.1,32.6
1025074,Walton County,GA,2021-12-19,11453,356,23549,24.9,26.7,34.9
1025075,Ware County,GA,2021-12-19,4581,251,8902,24.9,28.9,30.2
1025076,Warren County,GA,2021-12-19,517,26,1031,19.6,22.1,53.6
1025077,Washington County,GA,2021-12-19,2376,124,3476,17.1,19.3,52.3
1025078,Wayne County,GA,2021-12-19,4401,176,9754,32.6,37.2,25.7
1025079,Webster County,GA,2021-12-19,178,6,548,21.0,22.9,55.7
1025080,Wheeler County,GA,2021-12-19,617,36,941,12.0,13.8,44.6
1025081,White County,GA,2021-12-19,4610,134,4212,13.7,0.0,74.3
1025082,Whitfield County,GA,2021-12-19,19719,357,25678,24.5,26.9,36.4
1025083,Wilcox County,GA,2021-12-19,644,62,1404,16.3,18.7,38.9
1025084,Wilkes County,GA,2021-12-19,899,38,1958,20.0,20.6,47.2
1025085,Wilkinson County,GA,2021-12-19,1113,47,2195,24.5,27.3,50.5
1025086,Worth County,GA,2021-12-19,1776,96,3933,19.4,20.8,45.6
1025091,Adair County,IA,2021-12-19,1260,43,3364,47.0,50.7,46.8
1025092,Adams County,IA,2021-12-19,618,11,1906,52.9,57.1,46.6
1025093,Allamakee County,IA,2021-12-19,2225,56,6916,50.5,55.9,42.1
1025094,Appanoose County,IA,2021-12-19,2212,58,5549,44.7,48.8,44.1
1025095,Audubon County,IA,2021-12-19,816,17,3096,56.3,59.0,48.0
1025096,Benton County,IA,2021-12-19,4422,62,14125,55.1,59.0,41.7
1025097,Black Hawk County,IA,2021-12-19,23329,394,74775,57.0,61.8,39.6
1025098,Boone County,IA,2021-12-19,4149,44,15959,60.8,65.1,41.4
1025099,Bremer County,IA,2021-12-19,4218,74,14288,57.0,61.2,45.4
1025100,Buchanan County,IA,2021-12-19,3379,43,10813,51.1,54.7,41.9
1025101,Buena Vista County,IA,2021-12-19,5120,49,12457,63.5,68.5,26.5
1025102,Butler County,IA,2021-12-19,2502,47,7932,54.9,58.3,45.3
1025103,Calhoun County,IA,2021-12-19,2044,20,5481,56.7,60.5,46.4
1025104,Carroll County,IA,2021-12-19,3827,57,11885,58.9,62.5,43.9
1025105,Cass County,IA,2021-12-19,2422,69,7134,55.6,59.8,46.1
1025106,Cedar County,IA,2021-12-19,2841,27,10692,57.4,61.3,42.4
1025107,Cerro Gordo County,IA,2021-12-19,8608,133,25470,60.0,65.1,41.4
1025108,Cherokee County,IA,2021-12-19,2257,48,5697,50.7,54.5,44.0
1025109,Chickasaw County,IA,2021-12-19,1997,23,6186,51.8,55.6,45.0
1025110,Clarke County,IA,2021-12-19,1713,29,4874,51.9,55.9,39.0
1025111,Clay County,IA,2021-12-19,3050,38,7943,49.6,53.8,40.7
1025112,Clayton County,IA,2021-12-19,2645,62,8071,46.0,49.9,39.6
1025113,Clinton County,IA,2021-12-19,8653,118,23901,51.5,57.0,39.0
1025114,Crawford County,IA,2021-12-19,3653,49,8568,50.9,55.1,35.9
1025115,Dallas County,IA,2021-12-19,16214,117,58418,62.5,68.1,38.7
1025116,Davis County,IA,2021-12-19,1310,25,3145,34.9,37.3,41.8
1025117,Decatur County,IA,2021-12-19,1115,15,3030,38.5,42.6,44.3
1025118,Delaware County,IA,2021-12-19,3203,56,8784,51.6,55.0,42.3
1025119,Des Moines County,IA,2021-12-19,7296,110,18926,48.6,53.0,41.8
1025120,Dickinson County,IA,2021-12-19,3288,57,9556,55.4,61.4,43.6
1025121,Dubuque County,IA,2021-12-19,19963,254,59660,61.3,65.8,44.5
1025122,Emmet County,IA,2021-12-19,1881,47,4544,49.3,53.6,39.7
1025123,Fayette County,IA,2021-12-19,3041,57,10230,52.1,55.6,45.2
1025124,Floyd County,IA,2021-12-19,2721,52,7921,50.6,54.3,44.6
1025125,Franklin County,IA,2021-12-19,1956,34,5112,50.8,54.5,39.4
1025126,Fremont County,IA,2021-12-19,1023,15,3396,48.8,53.9,39.3
1025127,Greene County,IA,2021-12-19,1322,18,4953,55.7,59.7,42.4
1025128,Grundy County,IA,2021-12-19,1952,37,7220,59.0,63.2,43.1
1025129,Guthrie County,IA,2021-12-19,1785,40,5980,55.9,60.0,44.6
1025130,Hamilton County,IA,2021-12-19,2697,59,8828,59.8,64.2,43.6
1025131,Hancock County,IA,2021-12-19,2342,41,5031,47.3,50.5,42.1
1025132,Hardin County,IA,2021-12-19,3042,55,9023,53.6,57.0,43.1
1025133,Harrison County,IA,2021-12-19,2566,81,6898,49.1,55.1,32.4
1025134,Henry County,IA,2021-12-19,4340,56,10190,51.1,55.3,43.1
1025135,Howard County,IA,2021-12-19,1608,24,4494,49.1,53.2,43.7
1025136,Humboldt County,IA,2021-12-19,1973,33,4542,47.5,50.9,38.8
1025137,Ida County,IA,2021-12-19,1401,41,3230,47.1,50.5,40.2
1025138,Iowa County,IA,2021-12-19,2469,36,9734,60.1,64.2,40.7
1025139,Jackson County,IA,2021-12-19,3546,49,9800,50.4,53.6,46.6
1025140,Jasper County,IA,2021-12-19,6587,91,20700,55.7,60.1,42.9
1025141,Jefferson County,IA,2021-12-19,2433,44,8392,45.9,50.2,39.7
1025142,Johnson County,IA,2021-12-19,21051,111,104864,69.4,76.1,43.5
1025143,Jones County,IA,2021-12-19,4313,67,11546,55.8,59.8,45.2
1025144,Keokuk County,IA,2021-12-19,1584,40,4560,44.5,48.0,41.6
1025145,Kossuth County,IA,2021-12-19,3099,80,7375,49.8,53.6,42.3
1025146,Lee County,IA,2021-12-19,6193,108,16283,48.4,53.2,38.4
1025147,Linn County,IA,2021-12-19,34929,436,143030,63.1,68.8,43.4
1025148,Louisa County,IA,2021-12-19,1888,53,5479,49.7,53.4,35.0
1025149,Lucas County,IA,2021-12-19,1317,28,3749,43.6,46.5,46.6
1025150,Lyon County,IA,2021-12-19,2175,42,4562,38.8,43.6,34.1
1025151,Madison County,IA,2021-12-19,2453,25,8405,51.4,55.6,40.9
1025152,Mahaska County,IA,2021-12-19,3886,67,9198,41.6,45.4,40.7
1025153,Marion County,IA,2021-12-19,5874,102,16806,50.5,54.4,41.5
1025154,Marshall County,IA,2021-12-19,6937,94,24239,61.6,67.4,36.3
1025155,Mills County,IA,2021-12-19,2377,30,7698,50.9,57.2,35.3
1025156,Mitchell County,IA,2021-12-19,1933,46,4930,46.6,49.5,48.3
1025157,Monona County,IA,2021-12-19,1301,40,4460,51.8,54.9,38.3
1025158,Monroe County,IA,2021-12-19,1499,42,3384,43.9,47.2,43.9
1025159,Montgomery County,IA,2021-12-19,1667,48,5280,53.2,58.9,40.7
1025160,Muscatine County,IA,2021-12-19,6963,118,24539,57.5,62.8,34.0
1025161,O'Brien County,IA,2021-12-19,2592,67,6652,48.4,51.7,42.0
1025162,Osceola County,IA,2021-12-19,1088,18,2585,43.4,46.3,41.0
1025163,Page County,IA,2021-12-19,2830,35,7611,50.4,55.6,42.6
1025164,Palo Alto County,IA,2021-12-19,1580,32,4297,48.4,51.9,44.0
1025165,Plymouth County,IA,2021-12-19,5088,89,12505,49.7,53.2,37.5
1025166,Pocahontas County,IA,2021-12-19,1259,25,3328,50.3,54.1,40.6
1025167,Polk County,IA,2021-12-19,85421,838,310748,63.4,70.0,38.2
1025168,Pottawattamie County,IA,2021-12-19,16985,230,49981,53.6,60.8,34.2
1025169,Poweshiek County,IA,2021-12-19,2560,44,10399,56.2,62.2,44.2
1025170,Ringgold County,IA,2021-12-19,845,31,2439,49.8,53.5,58.4
1025171,Sac County,IA,2021-12-19,1827,26,4887,50.3,53.9,43.6
1025172,Scott County,IA,2021-12-19,28855,305,98166,56.8,65.8,35.3
1025173,Shelby County,IA,2021-12-19,2102,44,6476,56.5,60.5,44.7
1025174,Sioux County,IA,2021-12-19,6392,77,13818,39.6,42.7,29.2
1025175,Story County,IA,2021-12-19,14439,60,58511,60.2,65.2,42.0
1025176,Tama County,IA,2021-12-19,2953,78,9962,59.1,63.7,40.8
1025177,Taylor County,IA,2021-12-19,1047,17,2741,44.8,48.1,45.7
1025178,Union County,IA,2021-12-19,2100,42,5983,48.9,53.0,44.5
1025179,Van Buren County,IA,2021-12-19,1010,24,2846,40.4,43.5,41.6
1025180,Wapello County,IA,2021-12-19,6869,153,16422,47.0,50.8,35.4
1025181,Warren County,IA,2021-12-19,9040,109,29208,56.8,61.7,40.2
1025182,Washington County,IA,2021-12-19,4115,66,11892,54.1,58.7,41.3
1025183,Wayne County,IA,2021-12-19,925,26,2571,39.9,43.2,48.2
1025184,Webster County,IA,2021-12-19,7792,128,19595,54.6,59.3,41.4
1025185,Winnebago County,IA,2021-12-19,2372,40,5189,50.1,54.1,40.6
1025186,Winneshiek County,IA,2021-12-19,2859,44,11887,59.5,64.1,48.6
1025187,Woodbury County,IA,2021-12-19,21345,276,54625,53.0,59.0,30.5
1025188,Worth County,IA,2021-12-19,1292,10,3653,49.5,53.1,45.5
1025189,Wright County,IA,2021-12-19,2806,54,6855,54.6,58.7,43.3
1025190,Ada County,ID,2021-12-19,87341,854,260911,54.2,59.7,41.9
1025191,Adams County,ID,2021-12-19,557,14,1725,40.2,43.8,38.4
1025192,Bannock County,ID,2021-12-19,14505,210,38999,44.4,49.9,36.2
1025193,Bear Lake County,ID,2021-12-19,749,15,2535,41.4,46.1,32.4
1025194,Benewah County,ID,2021-12-19,1655,29,4283,46.1,54.1,34.3
1025195,Bingham County,ID,2021-12-19,7319,132,19244,41.1,45.8,30.2
1025196,Blaine County,ID,2021-12-19,3257,27,16196,70.4,79.2,43.4
1025197,Boise County,ID,2021-12-19,832,11,2439,31.1,36.2,35.1
1025198,Bonner County,ID,2021-12-19,6664,139,17839,39.0,44.1,41.7
1025199,Bonneville County,ID,2021-12-19,22064,244,52865,44.4,49.2,32.7
1025200,Boundary County,ID,2021-12-19,1732,49,3849,31.4,34.4,35.6
1025201,Butte County,ID,2021-12-19,388,5,1133,43.6,48.2,31.8
1025202,Camas County,ID,2021-12-19,108,1,441,39.9,42.6,37.4
1025203,Canyon County,ID,2021-12-19,44389,595,89542,39.0,43.7,31.6
1025204,Caribou County,ID,2021-12-19,1078,23,2531,35.4,37.8,36.1
1025205,Cassia County,ID,2021-12-19,4040,44,8101,33.7,39.5,25.7
1025206,Clark County,ID,2021-12-19,90,0,298,35.3,39.4,25.8
1025207,Clearwater County,ID,2021-12-19,1735,27,3421,39.1,44.0,39.3
1025208,Custer County,ID,2021-12-19,409,6,1858,43.1,47.6,42.6
1025209,Elmore County,ID,2021-12-19,4439,52,11078,40.3,56.2,22.3
1025210,Franklin County,ID,2021-12-19,1811,26,5312,38.3,43.4,28.0
1025211,Fremont County,ID,2021-12-19,1706,18,5093,38.9,44.1,28.0
1025212,Gem County,ID,2021-12-19,2939,70,6511,35.9,40.8,35.0
1025213,Gooding County,ID,2021-12-19,2393,44,5726,37.7,42.6,30.6
1025214,Idaho County,ID,2021-12-19,2352,39,4660,28.0,31.1,36.8
1025215,Jefferson County,ID,2021-12-19,4562,53,10568,35.4,39.5,26.0
1025216,Jerome County,ID,2021-12-19,4453,55,9239,37.8,42.7,29.8
1025217,Kootenai County,ID,2021-12-19,31648,472,67523,40.8,46.6,34.5
1025218,Latah County,ID,2021-12-19,4829,41,20837,52.0,58.4,35.2
1025219,Lemhi County,ID,2021-12-19,995,21,3409,42.5,47.5,45.5
1025220,Lewis County,ID,2021-12-19,853,23,1797,46.8,54.3,34.9
1025221,Lincoln County,ID,2021-12-19,768,14,1929,35.9,40.2,30.3
1025222,Madison County,ID,2021-12-19,9252,42,18442,46.2,53.9,15.7
1025223,Minidoka County,ID,2021-12-19,3287,52,7487,35.6,40.7,26.9
1025224,Nez Perce County,ID,2021-12-19,6520,108,20211,50.0,59.0,28.8
1025225,Oneida County,ID,2021-12-19,599,10,1773,39.1,44.3,39.8
1025226,Owyhee County,ID,2021-12-19,1734,41,3606,30.5,34.8,28.1
1025227,Payette County,ID,2021-12-19,4305,72,6930,28.9,33.0,29.1
1025228,Power County,ID,2021-12-19,1116,17,3329,43.3,47.6,35.0
1025229,Shoshone County,ID,2021-12-19,2203,66,5109,39.7,43.8,44.3
1025230,Teton County,ID,2021-12-19,1784,7,6720,55.3,65.5,35.4
1025231,Twin Falls County,ID,2021-12-19,16795,240,36770,42.3,46.7,35.0
1025232,Valley County,ID,2021-12-19,1618,13,6221,54.6,61.1,44.5
1025233,Washington County,ID,2021-12-19,1937,47,3749,36.8,41.2,34.5
1025234,Adams County,IL,2021-12-19,15498,200,33173,50.7,55.3,33.3
1025235,Alexander County,IL,2021-12-19,849,13,1631,28.3,34.1,28.8
1025236,Bond County,IL,2021-12-19,2923,40,8437,51.4,54.9,32.4
1025237,Boone County,IL,2021-12-19,9589,100,30419,56.8,62.8,34.4
1025238,Brown County,IL,2021-12-19,1181,18,3283,49.9,55.7,35.2
1025239,Bureau County,IL,2021-12-19,5367,126,17735,54.4,60.7,38.0
1025240,Calhoun County,IL,2021-12-19,908,8,2050,43.3,47.1,33.1
1025241,Carroll County,IL,2021-12-19,2917,43,8535,59.7,67.2,33.7
1025242,Cass County,IL,2021-12-19,2963,43,6874,56.6,61.5,29.9
1025243,Champaign County,IL,2021-12-19,33324,237,127474,60.8,67.6,39.6
1025244,Christian County,IL,2021-12-19,6402,114,14502,44.9,49.3,28.3
1025245,Clark County,IL,2021-12-19,3160,54,7072,45.8,52.5,38.9
1025246,Clay County,IL,2021-12-19,3191,58,4841,36.7,39.6,33.2
1025247,Clinton County,IL,2021-12-19,7861,123,20356,54.2,59.2,31.6
1025248,Coles County,IL,2021-12-19,9325,147,21800,43.1,47.1,35.3
1025249,Cook County,IL,2021-12-19,730354,12487,3433255,66.7,75.1,33.2
1025250,Crawford County,IL,2021-12-19,3731,55,8669,46.4,51.7,34.1
1025251,Cumberland County,IL,2021-12-19,2251,42,3993,37.1,41.0,30.0
1025252,De Witt County,IL,2021-12-19,2753,49,7812,50.0,53.7,33.8
1025253,DeKalb County,IL,2021-12-19,14712,160,55672,53.1,58.0,33.2
1025254,Douglas County,IL,2021-12-19,3893,44,8856,45.5,49.8,31.5
1025255,DuPage County,IL,2021-12-19,127890,1508,667665,72.3,79.5,38.0
1025256,Edgar County,IL,2021-12-19,3299,83,7756,45.2,50.6,34.5
1025257,Edwards County,IL,2021-12-19,1219,22,2367,37.0,40.1,34.8
1025258,Effingham County,IL,2021-12-19,7622,131,15628,46.0,50.5,35.0
1025259,Fayette County,IL,2021-12-19,4920,77,7166,33.6,37.2,31.2
1025260,Ford County,IL,2021-12-19,2894,78,6971,53.8,58.0,37.3
1025261,Franklin County,IL,2021-12-19,8222,148,16374,42.6,47.1,30.7
1025262,Fulton County,IL,2021-12-19,6183,96,18764,54.6,59.1,38.8
1025263,Gallatin County,IL,2021-12-19,886,11,2448,50.7,57.1,33.8
1025264,Greene County,IL,2021-12-19,2418,62,4944,38.1,40.5,32.0
1025265,Grundy County,IL,2021-12-19,9091,101,27359,53.6,59.4,32.0
1025266,Hamilton County,IL,2021-12-19,1481,28,2821,34.8,37.9,34.4
1025267,Hancock County,IL,2021-12-19,3265,51,8085,45.7,53.3,29.0
1025268,Hardin County,IL,2021-12-19,726,19,1450,37.9,41.8,37.0
